Restaurant name	Reviewer’s name	Review text
J Wata Temaki Bar	Steve H.	Soft opening as of 7/7, so menu may change.  It's in the TightParKing Stripmall with RakiRaki.  Don't even try..  street park three blocks away and walk.  This place is all bar seating, one big U shape.  This makes the service personal and direct.  Friendly, fresh, and.. uniquely human.  The chef makes each handroll and hands it to you directly.  Pacing is up to you.  Very nice, and an easy place to dine solo or small parties.  I went with the midsize 4-roll combo.  No substitutions, but cheaper than the same rolls individually.  I'd call it lunch-sized..  you won't leave stuffed or starving.  These are open ended rolls, not the more common conical ones.  It's just rice and mixed fish ingredients, fresh, but without the greens and garnishes you might be expecting.  The flavors were good, but the hand roll format just doesn't floor me.  It's smaller than a sushi roll, and more seaweed-shell/nori than regular nigiri sushi.  The contents are good, but get a bit overshadowed in all that crunch and wrap, especially near the ends.  Best value on the menu was the hamachi sashimi, with jalapeno slices.  Very fresh thick slices, artfully arranged.  I would get that again.  Iced green tea was just a UCC can, not the fresh matcha you get at Ken's.  Wasabi was really weak, just vanished.  Value was a bit on the expensive side, especially compared to Pokeritto next door.  Service was very helpful and friendly, but this one-format menu might not be for everyone.  Five stars for service and novelty, but I think once was enough for me.	
J Wata Temaki Bar	Alanna C.	Came here for the BOGO grand opening event. The wait was around 25 min to get seated ( there are only around 25 or so seats- would be difficult for large parties).   Sushi is always on the expensive side... and this place is no exception, each hand roll is around $4-$5. And around 4 bites in size. It was nice they were having the BOGO otherwise this restaurant would be slightly out of my price range.   The service was quick, after ordering (shi and go sets) it took about 7 min for the chef to greet us and then another 3-4 min to get our roll. Their style is to serve one roll at a time for ultimate freshness. Between each roll there was a 3-4 min wait for the next.   My favorites were the lobster (very tender and the crunch of the seaweed added texture to the lobster) and the blue crab. The scallops had too much mayonnaise for me. I also enjoyed the spicy salmon.  The concept of this place is innovative and new so I feel like that will attract people even if the food is pricey and parking is somewhat difficult.   I would probably be back if they had another deal just on pricey side for me although the food is delicious and atmosphere is nice!	
J Wata Temaki Bar	Claire D.	Very happy that San Diego now has a temaki bar! Ever since I went to Kazunori in LA I was hoping we would get one. They are still in their soft opening so the hours aren't set. They would be an ideal quick but delicious (and pricey) lunch, although parking might take too long to visit on a standard lunch break. Really, that parking lot is insane. And some times you can't even find anything 2 blocks on the street in any direction! Anyway...  The menu is simple and the quality of the food is good. The only problem I had is that the rolls kind of fell apart a bit. If you tried to turn it anything but vertical rice fell into the soy. If you held it vertical and took a bite, rice fell out the bottom. Maybe this is something they could fix in the future. My husband and I got 4 handrolls each and it was a $40 lunch without tip. The freshly crisped nori makes it so good though. I like it and hope to come back soon.	
J Wata Temaki Bar	Ryan L.	Went with a friend for the grand opening event. The atmosphere was pretty cool. I liked the art on the walls, music, and lighting. Service was ok.   We were seated in these lower seats in the dining area which were kind of secluded. It was  out of the way so we couldn't see the sushi chef making stuff and he would only briefly come over to give us our rolls. We could also see the trash behind the counter and the guy bussing dirty dishes was coming right in front of us.  The menu has sets of handrolls that go from 3, 4, or 5 rolls or vegetarian as well as a la carte rolls, appetizers, etc.   We got the \"go(\u4e94)\" set which had 5 handrolls: Salmon, lobster, scallop, spicy tuna, and blue crab. Which would have normally cost 21.75 per person but it was buy 1 set get 1 set free. Salmon and blue crab were good, but scallop and lobster had a lot of mayo and you could pretty much only taste the mayo. Spicy tuna was good, but for 21.75 I feel like you could go to pokkiritto and get something for cheaper. The portions are small and they do 1 roll at a time to pace you out, but we definitely left the restaurant hungry.   For the price and quality I definitely wouldn't go again, but its definitely something you can go to say you've gone.	
J Wata Temaki Bar	Mofo A.	Hand rolls are really good and the set menu options provide value.  I like the Go and Shi set.  The beer prices are whacked, $5.75 is overpriced, should be $4-5 at the most.  Services is good and there's never been a wait.	
J Wata Temaki Bar	Rammy C.	The wait is worth it. If you're a major sashimi fan and love handrolls this place is amazing. Handrolls come as you finish so that you get them fresh and enjoy the full flavors of the fish and toasted nori. The negi toro, scallops, blue crab and waygu are the best. Order a lot cuz you'll want more.   And chef Brian was so great to us.	
J Wata Temaki Bar	Tiffanie L.	Pretty comparable to Kazu Nori in LA!  I ordered the Shi (4) and got the Blue Crab, Negi Yellowtail, Spicy Salmon and Bay Scallop. I really enjoyed every hand roll on this set menu. I liked the fact that they added green onion to the yellowtail so it gave the roll a nice crunch. The Blue Crab and Bay Scallop had the perfect amount of mayo and it wasn't overly creamy!   Pricing: A little over $16 for 4 Parking: private lot + street parking	
J Wata Temaki Bar	Maria P.	\"INCREDIBLE with Amazing Fish quality\"  THE BEST HAND-ROLL IN AMERICA.\u00a0 I am a Japanese. I have eaten sushi and sushi hand rolls everywhere in US. Haven't found anything like this!!  \u00a0 This place is just opened and the d\u00e9cor is modern contempo look with some Japanese themed Anime murals on the wall. I definitely dig the edgy look and minimalist feel. The wait staff was very courteous and attentive to my requests.  Now onto the food. Too keep things fresh, the chefs prepare each roll one-by-one, rather than sending them all out at once. The chefs toast seaweed each time with Hibachi (fire bowl) to make it extra crisp. \u00a0  I had salmon Sashimi, Blue Crab, Negi Yellowtail, Maine Lobster, Wagyu Shabu hand rolls .The price is very reasonable.\u00a0  My favorite one was Wagyu Shabu Roll. Shabu-shabu is one of the popular Japanese dishes. The chef boiled the thinly-sliced Wagyu beef in special hot broth to cook it and made hand-roll with it. It was absolutely delicious!!!  I am truly impressed with the quality level of ingredients of fish and meat here. I will definitely come back with my friends next week!!	
J Wata Temaki Bar	Lauren G.	Such a great experience to add to the Convoy area!  Freshly opened, this Temaki Bar really presents high quality ingredients and fresh hand rolls to guests. It's the perfect place for a date or a meaningful catch up with friends or family.  You are seated at a rectangular open bar with the chefs in the center. There's limited seating, so smaller parties definitely will work better - which also helps with the intimate attention you get from the chefs.  The walls have some amazing art to really add to the hip and classy atmosphere.  There are a few preset menus and individual rolls you can order - each with their own special umami to them!   I had the first set on the menu, Sashimi Appetizer, and a Wagyu Beef Hand Roll and was very impressed with the quality.  Highly recommend the savory Sashimi Appetizer! It meltsssssss into your taste buds!  Our servers were very nice and attentive and our chef who presented the hand rolls to us over the counter recommended we eat them quickly to enjoy the full quality and perfected temperatures.  A really great dining experience to try and live the good food life!	
J Wata Temaki Bar	Kyle C.	Kept the expectations really low walking in but wanted to see if toasted seaweed was really worth it. Seated in the observation booth and started out with the hamachi yellow tail sashimi. Fresh and fatty. The ponzu sauce and jalape\u00f1o over it was really good. Ended up getting the 4 course: blue crab, yellow tail, bay scallop and salmon. Honestly seeing them toast the seaweed and presenting it to you was a one of a kind experience. Not to sound like a effing snob but fuck that was delicious. The rice, with the freshness of the seafood and the crunch of the seaweed. The best hand rolls hands down. A beer, the sashimi and 4 rolls ran me $30. Came 40 minutes after open and not that crowded. Not sure how the wait would be during rush but still pretty good.   This is quality over quantity so I wouldn't expect to get full but who wants to feel like shit after eating high quality sushi.   My chef and another patron found out we were from the 562 as well so the experience of meeting familiar people was nice. Ask for James for your chef!	
J Wata Temaki Bar	Ryan R.	My girlfriend and I come here often for their happy hour. The main chef here is always friendly and provides us with a great experience that keeps us coming back. The happy hour can leave you with a much cheaper bill while still eating quality hand rolls. I recommend the negi toro hand roll.	
J Wata Temaki Bar	Reba G.	The BEST hand rolls I've had. The combo of the cold fish and toasted nori is an epiphany, why hasn't anyone done this before? Also they make the rolls cylindrical vs cone shaped so you get an equal amount of fish and rice in each bite. Everything is so fresh, and the customer service is excellent. Make a reservation and try to go during the least busiest time. We went On a Friday at 1, the parking situation is very tough here, very small lot. They have good lunch specials but I would recommend the set menu.	
J Wata Temaki Bar	Marivic R.	Hubby and I really enjoyed their hand rolls, especially the bay scallops! We loved it so much we ended up ordering 3 of the Go set menu each consisting of 5 hand rolls!!! The only complaint I have is how they give you a small amount of their premiun soy sauce and a tiny ball of wasabi (see pic). Throughout the meal, I had to ask for 3 refills (which is a hassle) and yet it was not enough. Finding parking in this place is close to impossible, we're lucky enough to find street parking across the street. But they do have this 2 story parking structure across the street by Jasmine restaurant charging only $1 per hour.	
J Wata Temaki Bar	Tom L.	Finally a Temaki Bar on convoy!  Short: Slightly pricy fancy sushi   Long: Coming from LA, one of my favorite things to do is to go get \"fancy\" sushi. J / Wata is a new hip place to go on Convoy if you want to experience that.   My favorite thing about this place is that they hand you one roll at a time; you'll get it fresh! I got the Shi which gave me crab, yellowtail, salmon and scallop. As you would expect, the fish was fresh and tasted good, not too chunky and overly chewy.   It is a bit pricy, and honestly value for sushi could be better elsewhere but when you're here you feel a sense of luxury.	
J Wata Temaki Bar	Yoav L.	I've been waiting for this place to open for a while. So fresh and so good.  Every single thing in the menu is top notch and won't disappoint.  The only problem I see is that price for lunch per person will be around $30 which is kinda of pricey even tough it's super fresh and tasty.	
J Wata Temaki Bar	Joecylin Deean R.	This place is phenomenal.. I found this spot on the Hot \u0026 new so I had to try it out for myself since I am a die hard sushi lover! Upon entering the server seats us \u0026 gives us a run down of how to order things. They have a small simple menu selection so this place is not somewhere to get SUPER full at without spending some moneeeyyy.   Price: honestly for the way the restaurant is set up \u0026 that each hand roll is made 1 at a time after you finish each one I knew it wouldn't be some cheap sushi spot price. My bf and I ordered the set of 5 rolls for $21 which is fair enough for the experience!  \u0026 also 2 ala carte Wagyu Shabu beef ones.  Food: lemme tell you..... each one I ate had so much flavor I was eating it so slow I didn't want it to go away. LOL the order we had was  1.Negi Salmon 2.Bay Scallop  3.Maine Lobster  4. Spicy Toro  5. Blue crab   And we paid an extra $8 for each of us to try the wagyu beef one since there was so many reviews that recommended it. Honestly I would never order a hand roll anywhere else ever again. I love how our chef explained to us their concept.  Made into cylinders instead of traditional cone shape- to ensure equal distribution for the rice and fish!   Made to order ( one at a time to you finish it) - so the rice stays warm, the seaweed stays nice and crisp and the fish doesn't harden up or get warm. All these tips were so helpful and the experience is something to try out! The wagyu beef one topped it all off.. so tender and juicy that I was really about to order another one. We will definitely be back. We didn't eat all day and this actually filled us up! We were at a good full.	
J Wata Temaki Bar	Cathy N.	I've been waiting to try a sushi joint that specializes in hand rolls and man, oh man was I completely satisfied!   We came on a Saturday and made reservations for 7:30 PM. We checked in with the hostesses who were extremely friendly and helpful. They also explain the menu/concept once your seated and promptly grab your drinks. The restaurant was full when we got in, but mind you, it is a small space. (I suggest making a reservation through Yelp!) The seating arrangement is in the form of a U-shaped bar so the chefs can easily make the rolls for you and the parties around you. The ambiance is like any other sushi restaurant and the sushi chefs try to communicate with you as much as they can, considering they are busy making rolls.  You can order sets here that come in 3, 4, or 5 rolls. There is an a la carte menu and a small appetizer menu as well. I ordered the Go set which comes with 5 rolls. My favorite is probably the Maine lobster roll and salmon. It was so delish! They toast the nori right in front of you which makes it perfectly crisp and helps with the chewiness when you take a bite. They give you one at a time and suggests that you eat it right away.   The prices are pretty fair. A set of 5 rolls cost $21 and a la carte prices are around $4-$8 depending on what you want. Overall, if I'm ever back in the area again I will definitely pay this place another visit!	
J Wata Temaki Bar	Haley L.	My husband and I went yesterday for dinner after finding this place on Yelp. We had an incredible experience! The service was great, and all the food we tried was delicious. Our favorites were the waygu, toro and lobster. I like how they toast the seaweed to add a crunch when you eat. They also give you one hand roll at a time to make sure when you're eating it, it doesn't get soggy. We also had the sake sampler. They said they are partnering with a sake brewery and will have sake on tap soon as well as events. We will be back :)	
J Wata Temaki Bar	Joel P.	A great place for a casual lunch with great food and service. Went there on a date and it was a great experience we both enjoyed it very much we felt comfortable the entire time and the food was fantastic.If you don't know what to order ask the chef to make something up, it worked out wonderfully for me.!	
J Wata Temaki Bar	Diane J.	This place incredible. And is truly an experience.  What: One of a kind hand rolls that are served fresh, one-by-one. You east as you receive. This is not a quick, fast food place, and honestly, I like that about it. However, I would advise that this is not the best place to go if you're starving and need a lot of food right away. Where: A tiny space in Convoy next to Raki Raki Ramen and Tapioca Express. It's bar seating and not huge. Parking in this plaza is kind of a disaster, but we went on a Sunday afternoon and there wasn't a huge wait. Food: I had the Spicy Salmon, Hamachi Golden Ratio Tare, Blue Crab, Negi Toro, and Bay Scallop. This is also the order I would rank them in. The fish was all incredibly fresh and nori crips. The only downside I found was that the scallops are cold (I like hot food) and there was too much spicy mayo for me (this is a personal choice, my brother quite enjoyed it).    All in all, it was such a fun place and experience. I can't wait to go back.	
J Wata Temaki Bar	Zinuo X.	Great experience! Went there alone and ordered a set and two other hand rolls. The salmon sashimi is fresh, and it came with soy sauce already brushed on the fish (which I really like). The uni roll and blue crab roll are the best I've tried.	
J Wata Temaki Bar	Teeeforfour C.	First time dining here. Really enjoyed the freshness  of the fish and the toasted nori!	
J Wata Temaki Bar	Brian T.	Hand roll sushi bar in San Diego.  It's done in the same vein as Kazunori in LA.  Executed at a fairly high level.  Premium ingredients, crisp seaweed, and fairly consistent ratios of rice and proteins.  My favorite is the negi salmon.  I order multiples every time I go.  Bay scallop, blue crab, and lobster hand rolls high quality as well.  Spicy rolls are good.	
J Wata Temaki Bar	Mike C.	I was in town for a quick day business trip and decided to stop in for dinner. This place looks modern from the outside with the wood trim. Inside, the mural reminds me of \"Kill Bill\" for some reason.   Nice and cozy and we had the counter seats. I was driving all day so I worked up an appetite. You just fill out the menu card and the roll starts coming on. Started off with some hand rolls and sashimi which was amazing. The fish tastes really fresh and rice just right.   I was still hungry so ordered the Waygu roll. Totally amazing and melts in your mouth good! The flavor was just something to be experienced. I am glad my friend recomended this place. Would definitely come back next time in town.	
J Wata Temaki Bar	Andrea Q.	Ok this place is REALLY good.  It's a one of a kind experience, the rolls are served one by one and the chef advises you to eat it right away, as it is the best way to enjoy the flavor.  This place serves Temaki rolls, so don't expect your regular california roll or anything along that line. The pictures listed in here definitely do not make justice to the flavor of the rolls. Believe me when I say I'll definitely be coming back.  The seaweed is toasted, so eating it right away gives you a crunchy taste.. If you wait too long, the seaweed looses its crunchiness. I got a 4 pc set menu, and even though at first I thought it was not gonna be enough food, I was completely satisfied!	
J Wata Temaki Bar	Gina L.	They were extremely accommodating of my dietary needs. In fact, they asked about them before we even ordered. The temaki was outstanding. Will be back again soon!	
J Wata Temaki Bar	Helen H.	WOW. I didn't realize what I was missing out on until I ate the hand rolls here.   The seaweed is freshly toasted...roasted...? It gives it this nice crunch and really brings out the flavor of the seaweed. From looking at the pictures, I thought these rolls looked pretty basic, but I was so wrong. They're full of flavor and pleasant textures. It's made fresh before your eyes and really brings in that excitement when you know you're moments away from getting your next mouth-watering hand roll. Make sure you take that first bite right away to know what I mean when I rave about the seaweed!   I tried their \"Go\" set which includes 5 hand rolls so that I can try a variety of rolls for a better deal. I was pleasantly stuffed by the end of it. Next time I'll go a la carte for rolls that I really want (uni, ikura, uni+ikura, wagyu, unagi) that may not be included in their set menu.   Overall great experience sitting at the bar with my S/O. The chefs and staff were very friendly, needless to say I'll be back over and over again!	
J Wata Temaki Bar	Caroline M.	You walk in and you immediately feel as though you belong to some sort of secret club. But you won't find a slither of arrogance. We were seated, our orders were taken, and ten minutes later we had a beautiful roll directly put in our hand. Fresh fish...simplicity... I'll take it... Thank you for the fantastic experience, kindness and welcoming spirits.	
J Wata Temaki Bar	David L.	3.43 stars. Its decent, but not for enough that I want to round up to 4 stars. I think if you've had KazuNori in LA before, this experience will fall short. But if you haven't, it should be fine. The fish is fresh enough and the seaweed is toasted, which is unique. The rolls aren't very filling though and the wait time is a little ridiculous. The second time I went, it was an hour wait. Totally not worth it, so I went around the corner for a sushi burrito instead. Twice as filling, half the price, and zero wait. I'd wait maybe 25 minutes for this place tops. Even then, I don't think I'd pay the $20 some dollars for the set menus. It's missing something, I just can't place it.	
J Wata Temaki Bar	Christine T.	My family wanted to go here while they were visiting me a few weeks ago because there aren't any good hand roll bars in OC. We ordered the Go set menu as well as the waygu shabu and uni hand rolls. Everything was delicious and fresh. They even have real wasabi which is a major plus!   Parking can kind of be crazy in this plaza like many places on Convoy.	
J Wata Temaki Bar	Jasmine P.	This place is amazing! I just wish the pricing was a little cheaper! I feel like more people would go as well! I'm still hungry after!	
J Wata Temaki Bar	Adrienne V.	I'm definitely one that likes a lot of choices but the simplicity of their menu does not take away from the delicious quality of their food. It's not your typical sushi spot with a ton of different rolls and as I'm sure you know by now, they specialize in Temaki aka hand rolls. I still enjoy crazy over the top rolls from time to time but I feel like with sushi, the simpler the better so that you can really taste and appreciate the ingredients. You can order in \"sets\" or a la carte depending on whatever suits your palate. Each handroll is made to order and they make one at a time for you, which are meant to be enjoyed RIGHT AWAY. It's really cool because they toast up your seaweed so it has that roasted flavor and gets crispy and roll them up as you go. I got the Go set which came with: blue crab, spicy toro, negi salmon, bay scallop \u0026 Maine lobster (although not in that order.) All of them were really good but blue crab was my absolute favorite. I had a bite of the unagi too which had a big piece of flavorful unagi. We also shared the hamachi sashimi in which you could also taste the freshness and quality just like everything else. My onlyyy gripe is that the hand rolls are a little small and while I left at a satisfied full (meaning I still had room for Somi Somi after haha) the guys were still hungry. Super cool experience though and will definitely be recommending them to all my friends!	
J Wata Temaki Bar	Collin M.	An amazing experience highlighted by phenomenal fresh food, prepared in a traditional setting and manner that give you a intimate experience with this fun personal staff	
J Wata Temaki Bar	Dana H.	I have been here 3x.   Decent sushi bar can do some work in improving service. Timing of when items are served are off - this is a casual bar style restaurant so timing should be the most important aspect of service outside of food.  I know the employees try very hard but if I got my hand rolls before my salad, then there's a problem. Overall, food tastes fine - I like that they warm their rice but flavors (especially rice) can be slightly more pronounced and proportions can be done better - negi to toro ratio was off (needs a bit more negi to balance evenly).   Lighting can be improved to make the dinner experience less \"cafeteria\". Additional hand roll chefs would help, too. Really want this place to do well since the staff is friendly but management can look into the above issues to make the improvements that will really make this place shine.	
J Wata Temaki Bar	Julie B.	Came in for their grand opening which they offered a BOGO deal! It was a very unique dining experience. Upon arriving, our waiter sat us and explained how the dining experienced worked. They give you a order menu in which you check what you would like to order and then they give it to the chef. My boyfriend and I both ordered the \"GO\" set which includes 5 handrolls. ( Maine lobster, spicy tuna, bay scallops, negi salmon, blue crab). The Maine lobster and bay scallops were my favorite. The spicy tuna and negi salmon were pretty mediocre and the blue crab had to be my least favorite. Tasted straight up like mayo. They also had a premium soy sauce but recommended to dip only alittle so it wouldn't overpower the taste of the handroll.  I love how they flame roast the nori which gives it a crispy texture. You get one handroll at a time, so once you've got your handroll, the chef is making another handroll for another customer. There were about 25 seats in the restaurant with 2 chefs on each side of the bar. The total time it took from start to finish was about 45mins for 5 handrolls. Overall, the experience was great, the staff was nice and attentive. It's a little pricey for everyday eat, but definitely nice for an occasion or once in awhile! Also parking sucks to be sure to come early.	
J Wata Temaki Bar	Monica M.	Wow. Had an amazing meal with amazing service. Ian, our waiter, was so attentive and very knowledgeable about the menu. He recommended some of my FAVORITES including the hamachi hand roll, waygu hand roll, and soft shell crab hand roll. Not to mention, we tried the semi dry sake and it was bomb! Would definitely recommend for a unique experience and great vibes. Thanks Ian!!	
J Wata Temaki Bar	Sherilyn R.	For everyone wondering if this place is as good as Kazunori in LA - it is. Maybe even a little better.  I got the \"Shi\" set which comes with 4 hand rolls, and I added a Negi Toro. Five rolls had me satisfied, but I got one more Blue Crab roll and I was STUFFED. The quality of their seafood is on point, but what really makes it is the seaweed and the rice. Make sure you bite into the hand roll right away to fully experience the extremely crisp nori!  On top of their hand rolls, this place makes sure their ginger and wasabi is high quality, too. The wasabi isn't your typical wasabi out of the tube. It has actual flavor, depth, and texture. I loved it so much I got extra!  I'm glad I've found my favorite place for hand rolls in San Diego. The delicious hand rolls and friendly customer service will keep me coming back for sure.	
J Wata Temaki Bar	Cindy T.	This was such a nice place! A co-worker and I went on the Friday before the Grand Opening and I tried the Go (5). This experience was really interesting because there is a chef in the center of the restaurant making your rolls as you eat them. They hand them directly into your hands and makes them on the spot! My favorite roll was the Bay Scallop, which was so fresh with the warm sushi rice and mixed in some kind of mayo sauce. Every roll is light and refreshing. I would say 5 was just enough to feel satisfied and not bloated.   The menu is set and be careful if you have seafood allergies. The restaurant is a bit small and has maybe about 15-20 seats around in a bar setting!	
J Wata Temaki Bar	Jen T.	I have been coming to this place way too much. I am a bit obsessed with it though.  I love the simplicity of J Wata. They do strictly hand rolls with 1 or 2 sashimi specials.   I have eaten almost every single type here. If you are new, try one of their pre set menus. They give you a great variety and pricing is slightly better than just ordering a la carte.   My favorites are: Blue Crab Spicy Toro Negi Salmon  The chef will hand you each roll one by one with the intention of you eating it right away to preserve the crispness of the nori with each bite. They only have counter seating for about 20ish people, so it may be difficult to come with a big group or with small children. I have taken my 3 year old daughter here and she does well as she loves sushi/sashimi.   A great addition to SD food scene as it is unique. Parking is a nightmare but worth it. I come here and then head over to Cauldron for dessert.	
J Wata Temaki Bar	Johnathan C.	This is a fantastic sushi bar. The chic decor and comfortable seats greet patrons as they enter, and the menu provides options for dedicated sushi diners as well as vegetarian friends. The wait staff takes orders and attentively serves throughout the meal. The chefs present hand rolls one by one, all carefully prepared and deliciously flavored. Each roll has a uniquely wonderful taste that is elevated by its warm rice and flame-crisped nori. To eat here is to know delicious sushi.	
J Wata Temaki Bar	Gina B.	I got 2 Negri Salmon and a Negri Toro..each made and handed to me one at a time.. wow.. these are way yummier than any other place.. they sear the nori (seaweed) so it's crisp.. then they create the perfect size roll for easy eating. The fish was divine and the sushi rice perfection..this exceeded my expectations. I equate it to eating in Italy where they use very few but quite exceptional ingredients. The service was spot on as well.. this is a perfect place to start with a lil something as u wait for your table at Raki Raki Ramen	
J Wata Temaki Bar	J T.	Amazing. The quality is outstanding. They really take take the time to ensure that the food is up to the highest standards. So much so, that they won't make the hand rolls to go since it wouldn't taste as good straight from the chef. I respect that. Too many restaurants are out to make a profit from crappy food. I'm thrilled that J Wata elevates their food to the next level. I'll be back time and again!	
J Wata Temaki Bar	Lora B.	The concept behind this 24-seat bar are premium handrolls! The menu is small but that is because each handroll is made right in front of you and served personally by the chef. The chef waits until you have finished eating your current roll before making the next one. My husband and I were able to dine in on one of the Grand Opening weekends.  They have been opened for about a month and the word has gotten out.  We came right at 11 am and had no problem getting a seat. When we left 55 minutes later, there was a line.  All of the staff we interacted with were very friendly, made us feel welcome and answered any questions I had. One novelty of this place is that they roast each seaweed on top of a charcoal open flame to get it toasty. You can hear the crunch when you take a bite. I really enjoyed the texture of the nori! They give you a disposable wet towel to wipe your hands with when you sit down. Even though there were chopsticks available, I just used my hands! The usual cone-shaped hand rolls hold everything at the bottom, but these were open ended rolls, so if you are prone to being clumsy like me, you had to be careful because the filling easily came out once you were near the end of the roll.  We chose the Go set that came with 5 rolls.  There are no substitutions and no splitting plates.The rolls are about five inches long packed with simple ingredients.We started with the Maine Lobster roll. It was packed with a lot of lobster meat! Delicious! The next roll was the Spicy Tuna roll. It was great, but we're used to eating this sushi so it didn't make that big of an impression. The third roll was a Bay Scallop roll. This was one of my favorites! You can taste the freshness of the seafood and the mayo ratio was just right! The fourth roll was a Negi Salmon roll.   Again, one of our regular sushi rolls. It was also good. The last roll was the Blue Crab roll.  It was heavenly! The sweetness of the crab melted in my mouth! This was very yummy. One might think four or five rolls doesn't make for a filling meal, but when you take the time to savor each one and patiently wait for the next while having good conversation, I was satisfied! This also leaves some room for dessert. The receipt offered a 15% off a same day purchase at the Angels and Hearts creperie next door. Yogurt World and the newly opened Cauldron are a few doors down as well.  The atmosphere is like an open exhibition kitchen with interesting art on the walls.  Initially there was only one Chef working while Chef Brian was still prepping. But once the place filled up,  Chef Brian jumped in to start filling the orders. I'm glad too because I wanted some \"sushi chef\" talk and got the chance to banter with Chef Brian. That's part of the sushi bar experience, right? If you like seafood, I think you will enjoy this place. I have never ordered a lobster, scallops or blue crab roll at other places because of the price, but this set of five rolls was $21.75 and worth it. Ok, I mainly gave some positives right? So here's some negatives: -Parking in this strip mall can be like the Hunger Games so be prepared! I don't really count this against the restaurant though.  Maybe Chef Watanabe can invest in a parking garage nearby since he owns a lot of the places? -The water came with no ice.  I like ice. We had to request for some ice when it came time to refill. But again, our server was very nice (and nice-looking too, hehehe).  -Here's the one thing that was off-putting. The Chefs are gloved up making the rolls but then they are also touching tablets with the same hands checking on what to make next.  Does this only bother me thinking about yucky germs being spread? Not sure how to fix that.  Chef Brian was using his pinky finger to swipe on his device, but I'm certain his pinky also touches the mound of rice whenever he grabs some for his next roll and so on. Whatever. I guess I've seen worse. Overall for the taste, friendly staff and concept, 4 stars!	
J Wata Temaki Bar	Omid F.	Ordered the Hamachi Kama appetizer and received it well after we were done with our food. Don't call something that takes 45 minutes to make an appetizer especially if you are going to serve it to your customers after they are done with their food, that ultimately makes it a dessert!	
J Wata Temaki Bar	Amanda C.	Overall experience is just okie. Coming from LA we are very blessed to have Kazu Nori. Therefore when compared I would still pick Kazu Nori.   Freshness of the fish is very good. However I think the lobster and the crab marination could be changed. I can definitely taste the wateriness residue from the protein. Maybe they need to squeeze out the excess water before mixing their mayo and seasoning.   I did not like the part where we can not take out the spicy option from the set menu. Some people may prefer non spicy.   Also the order of how the fish is presented is very random. I think it would be better if they presented the fish according to light to heavy. I started with lobster which I think messes up the taste palette. So maybe start with toro, salmon, scallops, crab, lobster.   They heated the seaweed which was interesting. I would definitely give it another chance granted it just opened. And there is nothing like this in SD.   If ever the chef/owner can try Kazu Nori in LA. I would definitely recommend so they can get some inspiration.	
